"Feed Number","Title","Link","Description","Feed URL","Newsletter Signup URL","Most-Recent Date","Number of items"
"36","SER - Public Service News & Releases - Recent Updates","https://www.columbus.gov/","SER - Public Service News & Releases - Recent Updates","https://public.govdelivery.com/topics/OHCCC_36/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_36,"Tue, 29 Aug 2023 13:37:40 -0500",25
"370","DPU — Blueprint Columbus Miller-Kelton Construction Updates - Recent Updates","https://www.columbus.gov/","DPU — Blueprint Columbus Miller-Kelton Construction Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_370/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_370,"Fri, 28 Jul 2023 09:25:28 -0500",2
"371","CWC November Thank You 2021 - Recent Updates","https://www.columbus.gov/","CWC November Thank You 2021 - Recent Updates","https://public.govdelivery.com/topics/OHCCC_371/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_371,"Tue, 25 Jul 2023 14:40:37 -0500",15
"372","Budget Preview Invitation - Recent Updates","https://www.columbus.gov/","Budget Preview Invitation - Recent Updates","https://public.govdelivery.com/topics/OHCCC_372/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_372,"Tue, 09 Nov 2021 14:04:52 -0600",2
"373","ARP Portal Contacts - Recent Updates","https://www.columbus.gov/","ARP Portal Contacts - Recent Updates","https://public.govdelivery.com/topics/OHCCC_373/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_373,,5
"374","R and P all staff - Recent Updates","https://www.columbus.gov/","R and P all staff - Recent Updates","https://public.govdelivery.com/topics/OHCCC_374/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_374,,5
"375","SER - Vision Zero Columbus - Recent Updates","https://www.columbus.gov/","SER - Vision Zero Columbus - Recent Updates","https://public.govdelivery.com/topics/OHCCC_375/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_375,"Fri, 17 Dec 2021 08:23:53 -0600",2
"376","SER - 2021 Press List - Recent Updates","https://www.columbus.gov/","SER - 2021 Press List - Recent Updates","https://public.govdelivery.com/topics/OHCCC_376/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_376,null,
"377","R&P - Sports - Youth Basketball League Parents - Recent Updates","https://www.columbus.gov/","R&P - Sports - Youth Basketball League Parents - Recent Updates","https://public.govdelivery.com/topics/OHCCC_377/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_377,"Fri, 03 Mar 2023 09:00:36 -0600",7
"378","HR – Small Businesses - Recent Updates","https://www.columbus.gov/","HR – Small Businesses - Recent Updates","https://public.govdelivery.com/topics/OHCCC_378/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_378,"Fri, 29 Sep 2023 15:30:13 -0500",17
"379","HR – Enterprise Customers - Recent Updates","https://www.columbus.gov/","HR – Enterprise Customers - Recent Updates","https://public.govdelivery.com/topics/OHCCC_379/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_379,"Fri, 29 Sep 2023 15:35:35 -0500",18
"37","SER - Short North Streetscape Improvements - Recent Updates","https://www.columbus.gov/","SER - Short North Streetscape Improvements - Recent Updates","https://public.govdelivery.com/topics/OHCCC_37/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_37,"Tue, 24 Nov 2020 15:49:10 -0600",25
"380","R & P - Commissioners and City Leadership - Recent Updates","https://www.columbus.gov/","R & P - Commissioners and City Leadership - Recent Updates","https://public.govdelivery.com/topics/OHCCC_380/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_380,,5
"385","R&P - GolfNow Email List - Recent Updates","https://www.columbus.gov/","R&P - GolfNow Email List - Recent Updates","https://public.govdelivery.com/topics/OHCCC_385/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_385,"Fri, 28 Jan 2022 09:00:43 -0600",3
"386","HEA - Public Health News and Events - Recent Updates","https://www.columbus.gov/","HEA - Public Health News and Events - Recent Updates","https://public.govdelivery.com/topics/OHCCC_386/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_386,null,
"387","CCC - Councilmember Barroso de Padilla's Forum - Recent Updates","https://www.columbus.gov/","CCC - Councilmember Barroso de Padilla's Forum - Recent Updates","https://public.govdelivery.com/topics/OHCCC_387/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_387,null,
"388","R&P - Sports - Youth Soccer League Parents - Recent Updates","https://www.columbus.gov/","R&P - Sports - Youth Soccer League Parents - Recent Updates","https://public.govdelivery.com/topics/OHCCC_388/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_388,"Wed, 14 Jun 2023 18:00:13 -0500",5
"389","Message from Director Clark - Recent Updates","https://www.columbus.gov/","Message from Director Clark - Recent Updates","https://public.govdelivery.com/topics/OHCCC_389/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_389,null,
"38","DPU - Public Utilities News & Releases - Recent Updates","https://www.columbus.gov/","DPU - Public Utilities News & Releases - Recent Updates","https://public.govdelivery.com/topics/OHCCC_38/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_38,"Tue, 17 Nov 2020 14:36:34 -0600",16
"390","DPU – Blueprint Columbus 5th by NW Construction Updates - Recent Updates","https://www.columbus.gov/","DPU – Blueprint Columbus 5th by NW Construction Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_390/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_390,"Fri, 28 Jul 2023 09:25:28 -0500",3
"391","DPU – Blueprint Columbus Clintonville II Construction Updates - Recent Updates","https://www.columbus.gov/","DPU – Blueprint Columbus Clintonville II Construction Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_391/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_391,"Fri, 28 Jul 2023 09:25:28 -0500",2
"392","DPU – Blueprint Columbus Clintonville III Construction Updates - Recent Updates","https://www.columbus.gov/","DPU – Blueprint Columbus Clintonville III Construction Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_392/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_392,"Fri, 28 Jul 2023 09:25:28 -0500",3
"393","DPU – Blueprint Columbus Hilltop 2 Construction Updates - Recent Updates","https://www.columbus.gov/","DPU – Blueprint Columbus Hilltop 2 Construction Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_393/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_393,"Fri, 28 Jul 2023 09:25:28 -0500",2
"394","DPU – Blueprint Columbus Hilltop 3 Construction Updates - Recent Updates","https://www.columbus.gov/","DPU – Blueprint Columbus Hilltop 3 Construction Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_394/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_394,"Fri, 28 Jul 2023 09:25:28 -0500",2
"395","DPU – Blueprint Columbus Hilltop 4 Construction Updates - Recent Updates","https://www.columbus.gov/","DPU – Blueprint Columbus Hilltop 4 Construction Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_395/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_395,"Fri, 28 Jul 2023 09:25:28 -0500",2
"396","DPU – Blueprint Columbus James Livingston 1 Construction Updates - Recent Updates","https://www.columbus.gov/","DPU – Blueprint Columbus James Livingston 1 Construction Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_396/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_396,null,
"397","DPU – Blueprint Columbus James Livingston 2 Construction Updates - Recent Updates","https://www.columbus.gov/","DPU – Blueprint Columbus James Livingston 2 Construction Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_397/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_397,"Fri, 28 Jul 2023 09:25:28 -0500",2
"398","DPU – Blueprint Columbus James Livingston 3 Construction Updates - Recent Updates","https://www.columbus.gov/","DPU – Blueprint Columbus James Livingston 3 Construction Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_398/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_398,"Fri, 28 Jul 2023 09:25:28 -0500",2
"399","DPU – Blueprint Columbus James Livingston 4 Construction Updates - Recent Updates","https://www.columbus.gov/","DPU – Blueprint Columbus James Livingston 4 Construction Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_399/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_399,"Fri, 28 Jul 2023 09:25:28 -0500",2
"400","DPU – Blueprint Columbus James Livingston 5 Construction Updates - Recent Updates","https://www.columbus.gov/","DPU – Blueprint Columbus James Livingston 5 Construction Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_400/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_400,"Fri, 28 Jul 2023 09:25:28 -0500",2
"401","DPU – Blueprint Columbus Near South Construction Updates - Recent Updates","https://www.columbus.gov/","DPU – Blueprint Columbus Near South Construction Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_401/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_401,"Fri, 28 Jul 2023 09:25:28 -0500",2
"402","DPU – Blueprint Columbus North Linden 2 Construction Updates - Recent Updates","https://www.columbus.gov/","DPU – Blueprint Columbus North Linden 2 Construction Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_402/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_402,"Fri, 28 Jul 2023 09:25:28 -0500",2
"403","DPU – Blueprint Columbus Old Beechwold Construction Updates - Recent Updates","https://www.columbus.gov/","DPU – Blueprint Columbus Old Beechwold Construction Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_403/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_403,"Fri, 28 Jul 2023 09:25:28 -0500",2
"404","DPU – Blueprint Columbus Plum Ridge Construction Updates - Recent Updates","https://www.columbus.gov/","DPU – Blueprint Columbus Plum Ridge Construction Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_404/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_404,"Fri, 28 Jul 2023 09:25:28 -0500",2
"405","DPU – Blueprint Columbus South Linden Construction Updates - Recent Updates","https://www.columbus.gov/","DPU – Blueprint Columbus South Linden Construction Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_405/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_405,"Fri, 28 Jul 2023 09:25:28 -0500",2
"406","DPU – Blueprint Columbus West Franklinton Construction Updates - Recent Updates","https://www.columbus.gov/","DPU – Blueprint Columbus West Franklinton Construction Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_406/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_406,"Fri, 28 Jul 2023 09:25:28 -0500",2
"407","R & P - Champions for PLAY - Recent Updates","https://www.columbus.gov/","R & P - Champions for PLAY - Recent Updates","https://public.govdelivery.com/topics/OHCCC_407/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_407,,5
"408","R & P - Summer Camp - Recent Updates","https://www.columbus.gov/","R & P - Summer Camp - Recent Updates","https://public.govdelivery.com/topics/OHCCC_408/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_408,"Wed, 10 May 2023 13:00:16 -0500",6
"409","SER - Keep Columbus Beautiful (KCB) - Recent Updates","https://www.columbus.gov/","SER - Keep Columbus Beautiful (KCB) - Recent Updates","https://public.govdelivery.com/topics/OHCCC_409/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_409,"Wed, 27 Sep 2023 12:57:34 -0500",13
"40","EDU - Child Care Providers - Recent Updates","https://www.columbus.gov/","EDU - Child Care Providers - Recent Updates","https://public.govdelivery.com/topics/OHCCC_40/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_40,"Wed, 31 May 2023 15:47:42 -0500",23
"411","SER – Columbus Apartment Managers - Recent Updates","https://www.columbus.gov/","SER – Columbus Apartment Managers - Recent Updates","https://public.govdelivery.com/topics/OHCCC_411/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_411,,5
"412","CCC - Councilmember Emmanuel V. Remy's Forum - Recent Updates","https://www.columbus.gov/","CCC - Councilmember Emmanuel V. Remy's Forum - Recent Updates","https://public.govdelivery.com/topics/OHCCC_412/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_412,null,
"413","CWC Commitment Kick-off - Recent Updates","https://www.columbus.gov/","CWC Commitment Kick-off - Recent Updates","https://public.govdelivery.com/topics/OHCCC_413/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_413,,5
"414","R&P - Adult Tennis League - Recent Updates","https://www.columbus.gov/","R&P - Adult Tennis League - Recent Updates","https://public.govdelivery.com/topics/OHCCC_414/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_414,"Tue, 19 Apr 2022 09:00:57 -0500",2
"415","HOF Invitation - Recent Updates","https://www.columbus.gov/","HOF Invitation - Recent Updates","https://public.govdelivery.com/topics/OHCCC_415/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_415,"Fri, 25 Aug 2023 06:35:40 -0500",2
"416","BZS - Active Professional Contractors 2022 - Recent Updates","https://www.columbus.gov/","BZS - Active Professional Contractors 2022 - Recent Updates","https://public.govdelivery.com/topics/OHCCC_416/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_416,"Mon, 02 Oct 2023 13:04:58 -0500",3
"417","HEA - ALL Public Health Employees - Recent Updates","https://www.columbus.gov/","HEA - ALL Public Health Employees - Recent Updates","https://public.govdelivery.com/topics/OHCCC_417/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_417,,5
"418","R&P - Sports - Youth Flag Football League Parents - Recent Updates","https://www.columbus.gov/","R&P - Sports - Youth Flag Football League Parents - Recent Updates","https://public.govdelivery.com/topics/OHCCC_418/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_418,,5
"41","EDU - After School Program Providers - Recent Updates","https://www.columbus.gov/","EDU - After School Program Providers - Recent Updates","https://public.govdelivery.com/topics/OHCCC_41/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_41,"Wed, 31 May 2023 15:47:42 -0500",20
"423","R&P - Sports - Youth Baseball League Parents - Recent Updates","https://www.columbus.gov/","R&P - Sports - Youth Baseball League Parents - Recent Updates","https://public.govdelivery.com/topics/OHCCC_423/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_423,,5
"424","R&P - Sports - Youth Tennis - Recent Updates","https://www.columbus.gov/","R&P - Sports - Youth Tennis - Recent Updates","https://public.govdelivery.com/topics/OHCCC_424/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_424,,5
"425","SER - 2022 DPS Press List - Recent Updates","https://www.columbus.gov/","SER - 2022 DPS Press List - Recent Updates","https://public.govdelivery.com/topics/OHCCC_425/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_425,"Tue, 29 Aug 2023 13:37:40 -0500",11
"426","R & P 2022 Champions for PLAY - Recent Updates","https://www.columbus.gov/","R & P 2022 Champions for PLAY - Recent Updates","https://public.govdelivery.com/topics/OHCCC_426/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_426,,5
"427","R & P - Adopt a Center - Recent Updates","https://www.columbus.gov/","R & P - Adopt a Center - Recent Updates","https://public.govdelivery.com/topics/OHCCC_427/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_427,,5
"428","HR - People Team - Recent Updates","https://www.columbus.gov/","HR - People Team - Recent Updates","https://public.govdelivery.com/topics/OHCCC_428/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_428,null,
"42","GRN - Greenspot Household - Recent Updates","https://www.columbus.gov/","GRN - Greenspot Household - Recent Updates","https://public.govdelivery.com/topics/OHCCC_42/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_42,"Tue, 08 Aug 2023 13:56:50 -0500",25
"431","ODI - Internal Stakeholders - Recent Updates","https://www.columbus.gov/","ODI - Internal Stakeholders - Recent Updates","https://public.govdelivery.com/topics/OHCCC_431/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_431,,5
"432","CWC Onboarding Webinar Aug 2022 - Recent Updates","https://www.columbus.gov/","CWC Onboarding Webinar Aug 2022 - Recent Updates","https://public.govdelivery.com/topics/OHCCC_432/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_432,,5
"433","ODI - Aug. 2023 Networking Event Attendees - Recent Updates","https://www.columbus.gov/","ODI - Aug. 2023 Networking Event Attendees - Recent Updates","https://public.govdelivery.com/topics/OHCCC_433/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_433,"Tue, 19 Sep 2023 10:19:58 -0500",2
"434","Priscilla Tyson Naming - Recent Updates","https://www.columbus.gov/","Priscilla Tyson Naming - Recent Updates","https://public.govdelivery.com/topics/OHCCC_434/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_434,"Mon, 26 Sep 2022 09:49:35 -0500",2
"436","Priscilla Tyson Naming - Council - Recent Updates","https://www.columbus.gov/","Priscilla Tyson Naming - Council - Recent Updates","https://public.govdelivery.com/topics/OHCCC_436/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_436,"Mon, 26 Sep 2022 09:49:35 -0500",2
"437","Rec and Park Commissioners - Recent Updates","https://www.columbus.gov/","Rec and Park Commissioners - Recent Updates","https://public.govdelivery.com/topics/OHCCC_437/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_437,null,
"438","Tyson Naming - R&P - Recent Updates","https://www.columbus.gov/","Tyson Naming - R&P - Recent Updates","https://public.govdelivery.com/topics/OHCCC_438/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_438,"Mon, 26 Sep 2022 09:49:35 -0500",2
"43","HEA - Public Health News & Releases - Recent Updates","https://www.columbus.gov/","HEA - Public Health News & Releases - Recent Updates","https://public.govdelivery.com/topics/OHCCC_43/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_43,"Fri, 16 Apr 2021 10:49:50 -0500",25
"440","2022 BB SB TB Survey - Recent Updates","https://www.columbus.gov/","2022 BB SB TB Survey - Recent Updates","https://public.govdelivery.com/topics/OHCCC_440/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_440,,5
"441","R & P - Fran Ryan Invitation - Recent Updates","https://www.columbus.gov/","R & P - Fran Ryan Invitation - Recent Updates","https://public.govdelivery.com/topics/OHCCC_441/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_441,"Mon, 17 Oct 2022 17:34:04 -0500",6
"443","R & P Fran Ryan Invitation (Family) - Recent Updates","https://www.columbus.gov/","R & P Fran Ryan Invitation (Family) - Recent Updates","https://public.govdelivery.com/topics/OHCCC_443/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_443,"Mon, 17 Oct 2022 17:34:04 -0500",4
"444","R & P - Fran Ryan 2 - Recent Updates","https://www.columbus.gov/","R & P - Fran Ryan 2 - Recent Updates","https://public.govdelivery.com/topics/OHCCC_444/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_444,"Fri, 14 Oct 2022 12:29:14 -0500",3
"445","HR - Central Ohio Area Agency on Aging (COAAA) - Recent Updates","https://www.columbus.gov/","HR - Central Ohio Area Agency on Aging (COAAA) - Recent Updates","https://public.govdelivery.com/topics/OHCCC_445/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_445,"Tue, 24 Oct 2023 13:48:51 -0500",25
"446","CSC – Civil Service Commission – News & Events - Recent Updates","https://www.columbus.gov/","CSC – Civil Service Commission – News & Events - Recent Updates","https://public.govdelivery.com/topics/OHCCC_446/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_446,"Mon, 02 Oct 2023 12:14:04 -0500",8
"448","Executive Director, Office of Education - Recent Updates","https://www.columbus.gov/","Executive Director, Office of Education - Recent Updates","https://public.govdelivery.com/topics/OHCCC_448/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_448,,5
"449","IG - Civilian Police Review Board - Recent Updates","https://www.columbus.gov/","IG - Civilian Police Review Board - Recent Updates","https://public.govdelivery.com/topics/OHCCC_449/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_449,null,
"44","HEA - Public Health Special Events - Recent Updates","https://www.columbus.gov/","HEA - Public Health Special Events - Recent Updates","https://public.govdelivery.com/topics/OHCCC_44/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_44,"Fri, 16 Apr 2021 10:49:50 -0500",25
"450","R & P 2023 Champions for PLAY - Recent Updates","https://www.columbus.gov/","R & P 2023 Champions for PLAY - Recent Updates","https://public.govdelivery.com/topics/OHCCC_450/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_450,,5
"451","R & P Olentangy Trail Comments - Recent Updates","https://www.columbus.gov/","R & P Olentangy Trail Comments - Recent Updates","https://public.govdelivery.com/topics/OHCCC_451/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_451,"Wed, 01 Mar 2023 09:00:45 -0600",2
"452","CSC - 2023 Career Fair Attendee List - Recent Updates","https://www.columbus.gov/","CSC - 2023 Career Fair Attendee List - Recent Updates","https://public.govdelivery.com/topics/OHCCC_452/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_452,"Mon, 02 Oct 2023 12:14:04 -0500",5
"453","SER - ROW Permit List - Recent Updates","https://www.columbus.gov/","SER - ROW Permit List - Recent Updates","https://public.govdelivery.com/topics/OHCCC_453/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_453,,5
"454","SOTC East Side Community Night - Recent Updates","https://www.columbus.gov/","SOTC East Side Community Night - Recent Updates","https://public.govdelivery.com/topics/OHCCC_454/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_454,"Wed, 22 Mar 2023 08:40:12 -0500",3
"455","SOTC West Side Community Night - Recent Updates","https://www.columbus.gov/","SOTC West Side Community Night - Recent Updates","https://public.govdelivery.com/topics/OHCCC_455/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_455,"Wed, 19 Apr 2023 08:20:31 -0500",4
"456","SOTC South Side Community Night - Recent Updates","https://www.columbus.gov/","SOTC South Side Community Night - Recent Updates","https://public.govdelivery.com/topics/OHCCC_456/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_456,,5
"457","National Community Development Week - Recent Updates","https://www.columbus.gov/","National Community Development Week - Recent Updates","https://public.govdelivery.com/topics/OHCCC_457/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_457,"Tue, 04 Apr 2023 07:10:12 -0500",3
"458","Victoria Frye - Recent Updates","https://www.columbus.gov/","Victoria Frye - Recent Updates","https://public.govdelivery.com/topics/OHCCC_458/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_458,,5
"460","CSC_Testing Clinic Registrants - Recent Updates","https://www.columbus.gov/","CSC_Testing Clinic Registrants - Recent Updates","https://public.govdelivery.com/topics/OHCCC_460/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_460,"Mon, 02 Oct 2023 12:14:04 -0500",3
"461","HEA - LGBTQ+ Health Information - Recent Updates","https://www.columbus.gov/","HEA - LGBTQ+ Health Information - Recent Updates","https://public.govdelivery.com/topics/OHCCC_461/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_461,null,
"464","SER - Front and Marconi Contacts - Recent Updates","https://www.columbus.gov/","SER - Front and Marconi Contacts - Recent Updates","https://public.govdelivery.com/topics/OHCCC_464/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_464,"Fri, 20 Oct 2023 13:03:20 -0500",3
"465","WH Event - Recent Updates","https://www.columbus.gov/","WH Event - Recent Updates","https://public.govdelivery.com/topics/OHCCC_465/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_465,,5
"466","SER - Bike Plus - Recent Updates","https://www.columbus.gov/","SER - Bike Plus - Recent Updates","https://public.govdelivery.com/topics/OHCCC_466/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_466,"Mon, 16 Oct 2023 14:23:50 -0500",2
"469","R&P - Sports - Inspire Sports - 14U Students for Triple Threat 3 On 3 Tournament - Recent Updates","https://www.columbus.gov/","R&P - Sports - Inspire Sports - 14U Students for Triple Threat 3 On 3 Tournament - Recent Updates","https://public.govdelivery.com/topics/OHCCC_469/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_469,"Mon, 31 Jul 2023 13:00:19 -0500",3
"46","ODI - Supplier Diversity - Recent Updates","https://www.columbus.gov/","ODI - Supplier Diversity - Recent Updates","https://public.govdelivery.com/topics/OHCCC_46/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_46,"Tue, 19 Sep 2023 10:19:58 -0500",25
"470","Granicus Training Topic - Recent Updates","https://www.columbus.gov/","Granicus Training Topic - Recent Updates","https://public.govdelivery.com/topics/OHCCC_470/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_470,null,
"472","SER - Food Waste - Recent Updates","https://www.columbus.gov/","SER - Food Waste - Recent Updates","https://public.govdelivery.com/topics/OHCCC_472/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_472,null,
"475","SEC - Hammond Center Occupants - Recent Updates","https://www.columbus.gov/","SEC - Hammond Center Occupants - Recent Updates","https://public.govdelivery.com/topics/OHCCC_475/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_475,null,
